A,Z,Element,Elevel,T1/2 (num),Decay Time (sec),full name,Total amount (number atoms),Total amount (gram)
166.0,60.0,ND,0.0,0.0,788400000.0,ND166-0.0,0.0,0.0
111.0,39.0,Y,0.0,0.0,788400000.0,Y111-0.0,0.0,0.0
167.0,60.0,ND,0.0,0.0,788400000.0,ND167-0.0,0.0,0.0
151.0,54.0,XE,0.0,0.0,788400000.0,XE151-0.0,0.0,0.0
148.0,53.0,I,0.0,0.0,788400000.0,I148-0.0,0.0,0.0
79.0,27.0,CO,0.0,0.0,788400000.0,CO79-0.0,0.0,0.0
97.0,34.0,SE,0.0,0.0,788400000.0,SE97-0.0,0.0,0.0
108.0,38.0,SR,0.0,0.0,788400000.0,SR108-0.0,0.0,0.0
146.0,52.0,TE,0.0,0.0,788400000.0,TE146-0.0,0.0,0.0
92.0,32.0,GE,0.0,0.0,788400000.0,GE92-0.0,0.0,0.0
71.0,24.0,CR,0.0,0.0,788400000.0,CR71-0.0,0.0,0.0
143.0,51.0,SB,0.0,0.0,788400000.0,SB143-0.0,0.0,0.0
74.0,25.0,MN,0.0,0.0,788400000.0,MN74-0.0,0.0,0.0
156.0,56.0,BA,0.0,0.0,788400000.0,BA156-0.0,0.0,0.0
208.0,82.0,PB,0.0,0.0,788400000.0,PB208-0.0,52750.052423403344,2.102244548268713e-17
241.0,94.0,PU,0.0,450999999.99704576,788400000.0,PU241-0.0,8.855062626309575e+21,3.543706761415201
241.0,95.0,AM,0.0,13650000000.0,788400000.0,AM241-0.0,2.039689859325103e+22,8.162633118149664
237.0,93.0,NP,0.0,67660000000000.0,788400000.0,NP237-0.0,4.939140553764616e+20,0.1976594239317104
233.0,91.0,PA,0.0,2330640.0,788400000.0,PA233-0.0,16893784186086.605,6.760722060649529e-09
233.0,92.0,U,0.0,5024000000000.0,788400000.0,U233-0.0,1442242590665658.8,5.771709400403051e-07
229.0,90.0,TH,0.0,231600000000.0,788400000.0,TH229-0.0,41183890578.706955,1.6481377677841552e-11
225.0,88.0,RA,0.0,1287360.0,788400000.0,RA225-0.0,226887.54196195118,9.079810617517056e-17
221.0,86.0,RN,0.0,1500.0,788400000.0,RN221-0.0,8.988273446812242e-09,3.597016388374407e-30
225.0,89.0,AC,0.0,864000.0,788400000.0,AC225-0.0,151360.8083527222,6.05730690575988e-17
221.0,87.0,FR,0.0,288.06,788400000.0,FR221-0.0,50.36434607383059,2.0155303383830524e-20
217.0,85.0,AT,0.0,0.0326,788400000.0,AT217-0.0,0.0056997767188548,2.280993161714152e-24
213.0,83.0,BI,0.0,2735.4,788400000.0,BI213-0.0,478.03238340700455,1.9130373897319547e-19
213.0,84.0,PO,0.0,3.72e-06,788400000.0,PO213-0.0,6.361281864538042e-07,2.545720849862148e-28
209.0,82.0,PB,0.0,11642.4,788400000.0,PB209-0.0,2033.9393958186547,8.139620343120239e-19
209.0,83.0,BI,0.0,6.343e+26,788400000.0,BI209-0.0,19665393.713803176,7.869892242483162e-15
237.0,92.0,U,0.0,583200.0,788400000.0,U237-0.0,281117756160177.2,1.1250049099583433e-07
209.0,81.0,TL,0.0,129.72,788400000.0,TL209-0.0,0.48512850741493063,1.941435362380973e-22
217.0,84.0,PO,0.0,1.53,788400000.0,PO217-0.0,1.8244397247845555e-12,7.301223787287859e-34
109.0,48.0,CD,462.7,1.06e-05,788400000.0,CD109-462.7,3.301360529954128e-16,1.3211711904903147e-37
109.0,48.0,CD,0.0,39910000.0,788400000.0,CD109-0.0,0.0012136329183178713,4.856836546520825e-25
168.0,61.0,PM,0.0,0.0,788400000.0,PM168-0.0,0.0,0.0
116.0,41.0,NB,0.0,0.0,788400000.0,NB116-0.0,0.0,0.0
164.0,60.0,ND,0.0,0.0,788400000.0,ND164-0.0,0.0,0.0
205.0,81.0,TL,0.0,0.0,788400000.0,TL205-0.0,2.878330186332576e-12,1.1518787131540758e-33
102.0,36.0,KR,0.0,0.0,788400000.0,KR102-0.0,0.0,0.0
213.0,82.0,PB,0.0,0.0,788400000.0,PB213-0.0,0.0,0.0
242.0,94.0,PU,0.0,11769998554868.707,788400000.0,PU242-0.0,3.702698101954974e+21,1.4879309142436978
238.0,92.0,U,0.0,1.41e+17,788400000.0,U238-0.0,1.7180045861885568e+17,6.903809233738847e-05
234.0,90.0,TH,0.0,2082240.0,788400000.0,TH234-0.0,2527423.843991217,1.0156464198054956e-15
234.0,91.0,PA,73.920001,69.54,788400000.0,PA234-73.920001,84.33592582213338,3.38904301017306e-20
160.0,58.0,CE,0.0,0.0,788400000.0,CE160-0.0,0.0,0.0
149.0,53.0,I,0.0,0.0,788400000.0,I149-0.0,0.0,0.0
144.0,51.0,SB,0.0,0.0,788400000.0,SB144-0.0,0.0,0.0
100.0,35.0,BR,0.0,0.0,788400000.0,BR100-0.0,0.0,0.0
139.0,49.0,IN,0.0,0.0,788400000.0,IN139-0.0,0.0,0.0
162.0,58.0,CE,0.0,0.0,788400000.0,CE162-0.0,0.0,0.0
234.0,91.0,PA,0.0,0.0,788400000.0,PA234-0.0,517958.1250600239,2.081417078409934e-16
