Rad Ene.,Total emissions 1/sec,T1/2 (num),Rad Int.
43.6,0.008780329290187313,68.7,0.41
43.69,68.06942000576484,102.0,1.76
43.713,161.67659123893353,25.9,1.5
43.744,6.789952022060519,19080.0,1.6
43.77,0.01988853510579483,1613952.0,0.213
43.8,0.16421659794892315,522.0,4.4
43.81,0.003324041588483663,595296.0,0.06
43.827,312.4916437554099,25.9,2.91
43.99,0.0008561301133708979,231600000000.0,0.66
44.0,2.0633808896447954e-06,1320.0,0.0015
44.08,1.137559056469611,91872.0,0.0007
44.1,26.686272817631682,102.0,0.69
44.14,0.023618189959747255,1033800000000.0,0.055
44.2,566833.5687759592,126144.0,0.22
44.22,0.004948790425385568,1613952.0,0.053
44.4,2416.001692363193,211.2,10.8
44.44,87.49291968554478,684.0,5.5
44.482,12.034803572207686,19080.0,2.85
44.7,1.1460697125300248e-05,687100000.0,0.00012
44.77,0.07162224891309454,48924.0,0.00122
44.8,5.762796712007223e-05,5024000000000.0,2.8e-05
44.86,113366.71375519186,451000000.0,8.33e-07
44.915,83733.36142196639,11770000000000.0,0.0384
44.942,98.65063578696382,25.9,0.917
45.208,0.6633153234894427,0.000122,48.0
45.244,668706173.3093315,207050000000.0,0.0447
45.293,56.601078730428526,0.0106,0.37
45.2989,0.8256286303514253,150000000.0,1.31
45.299,3.840398876778596e-10,459648.0,1.6
45.414,110.12626888396277,0.0106,0.72
45.5,0.42401024560900213,31.6,0.054
45.7,296.96896566069876,3544.2,13.0
45.8,4.823949731172546,1.9,8.1
45.855,1.8729089314023472e-05,5024000000000.0,9.1e-06
45.89,0.959348982949079,13.6,0.016
45.949,0.007835380852279495,367.8,0.2434
45.988,1.1750113428995743,0.000122,86.0
45.99,10.070063071304826,25.9,1.521
46.0,1334.2891042030253,60.0,8.0
46.1,23.992180023305057,0.0106,2.2
46.2,5.072526080313117e-06,1500.0,0.0335
46.21,4601704.969785442,760900000000.0,7.21e-05
46.34,0.0798724242275089,1033800000000.0,0.186
46.52,2.6591920188035466e-05,231600000000.0,0.0205
46.53,5608.4137735684635,67660000000000.0,0.109
46.539,0.213095247888392,700579000.0,4.25
46.578,36.13204903789451,0.0106,0.24
46.6,2.1608402042396873,0.894,0.16
46.68,2967812.4978505275,760900000000.0,4.65e-05
46.7,0.05575691396746576,0.000185,6.5
46.8,0.00898031389301371,167400.0,0.58
46.905,33.28358902994257,2760.0,1.46
47.038,64.52817048179692,2760.0,2.82
47.547,0.09747690233024715,0.000185,11.0
47.6,3988995.292809849,760900000000.0,6.25e-05
47.75,2.8780469488472367,13.6,0.048
47.9,0.0,20.0,0.0008
48.0,0.017602654630951148,3.93e-07,4.48
48.1,0.6982316029376178,0.51,0.3
48.221,0.019966964941984865,165.6,13.9
48.249,21.287953291442054,2760.0,0.93
48.3,0.0013072276595358105,1613952.0,0.014
48.4,0.18459030471553145,1.05,0.09
48.528,655.1493822812552,24.84,7.9
48.551,18.89473650342394,271400000.0,1.33
48.695,36.473604102484046,271400000.0,2.57
48.86,3.3995528930600254e-11,8928.0,0.12
48.91533,0.9418117834037046,595296.0,17.0
49.04,3.442300971986943e-15,1500.0,0.076
49.1,8.584274902577486e-06,864000.0,0.0066
49.128,0.03514612725609851,165.6,24.4
49.46,878.4135357219272,739100000000000.0,0.078
49.5,4.179257972928607e-13,1830.0,0.7
49.55,0.0005496029436711475,1.41e+17,0.064
49.57,4.019024773133972e-14,16459.2,0.068
49.6,0.0008503438978914316,93.0,0.04
49.72,1168.1130471273414,276825.6,15.0
49.75,2.7889087026476222e-05,231600000000.0,0.0215
49.773,0.00013699769402073392,811468.8,0.00072
49.8,5.185130985216368,1.9,8.7
49.82,0.04015056382859989,1613952.0,0.43
49.88,231.22049087355393,806.4,4.0
49.959,12.179350852282038,271400000.0,0.859
50.0,1012.2267421471963,5.11e-07,4.5
50.094,0.046769966831948694,1320.0,34.0
50.1,4.090963663760433e-09,3.76e-06,6.5
50.13,0.7843365957214863,1613952.0,8.4
50.2,0.0025009070450390854,132.0,0.0017
50.228,1.2386353357043889,19080.0,0.292
50.37,0.03302428513797648,126.6,5.6
50.384,2.3970408560860372,19080.0,0.566
50.6,1.8786136085951268,80.8,0.032
50.691,5.5023687021928716,25.9,1.092
50.7,2.276735746642902,2.62e-08,2.3
50.742,0.00023884383358866964,811468.8,0.0013
50.82,99.53245698096694,13.6,1.66
50.83,0.0008588432712635366,1033800000000.0,0.002
50.85,0.0014006010637883683,1613952.0,0.015
