Rad Ene.,Total emissions 1/sec,T1/2 (num),Rad Int.
214.94,17.553504902412598,3.57,3.02
215.0,94.34658542085751,4.06,4.1
215.1,0.5178842871221154,33660.0,0.039
215.28,46.33306389099895,2.221e+16,0.029
215.3,18.23064504257633,4.06,0.79
215.39,101.56254821467404,80.8,1.73
215.418,119.568186430151,4.06,5.2
215.46,48.181347253111184,8.57,1.05
215.5,22.561348005568263,1.484,0.099
215.51,0.6984883027855147,40359.6,27.9
215.53,2.769112285369551,53.7,21.0
215.61,0.0005527996259547476,1215.6,31.3
215.6452,0.0010877528192336922,6246720.0,4.02
215.7,15.476627625630345,636.0,0.122
215.983,7.05929183184688e-07,60354000.0,0.247
216.0,6.874984243735999e-05,231600000000.0,0.053
216.02,3.264339045261807e-11,459648.0,0.136
216.07,0.0012760478433730277,5024000000000.0,0.00062
216.1,3.0576828704288284,11.8,1.8
216.3,0.0021458156840443213,17496.0,0.096
216.4,1.6527261303289942,25.9,0.328
216.5,3.932032063460419e-06,0.032,1.35
216.6,29.106704262898585,636.0,0.23
216.9,0.0003524762122152659,17910000.0,0.01
216.92,1.1776292798902703e-13,1500.0,2.6
216.95,0.44731829351344843,481.8,0.32
217.0,108.20994800423934,3150.0,0.23
217.03,3.7372199145387745e-12,32400.0,0.0037
217.07,4.1979543807118944e-10,126144.0,2.37
217.151,0.006750704719779888,5024000000000.0,0.00328
217.2,0.0003881429812749481,19332.0,0.028
217.3,9.09193516168785,225.0,0.35
217.41,8.431584449864904e-06,231600000000.0,0.0065
217.44,1.6584219159606555e-05,179.4,0.021
217.6,13.106512743305029,4.06,0.57
217.7,10.181793203559327,14.5,0.097
217.8,0.1406376295606818,24.5,6.6
217.92,0.0075596155166600745,0.069,3.7
217.94,64.35334090885227,91872.0,0.0396
218.0,76591.90027840238,0.000122,5.7
218.154,0.00023997586511153958,231600000000.0,0.185
218.221,3.9999338220915177e-07,5680000000.0,0.94
218.23,1364.602836886096,809.4,19.5
218.3,6.595524257774918,13.6,0.11
218.36,19.373640932429524,34.4,0.32
218.4,538.7641825826898,459648.0,0.008
218.5,1.871511840003967,25.9,0.182
218.64,5.6088896797464445e-06,311904.0,3e-08
218.69,5.17345983451749e-05,165.6,1.2
218.71,4.5962529147008673e-07,271400000.0,0.0008
218.751,132.20313963162204,56.4,2.4
218.8,1.3205637704956315e-05,16459.2,0.019
218.9,9.654645954773727,60296.4,0.168
219.0,1.5395934894870318,33840.0,0.5
219.07,0.09649463932394126,2.08,1.18
219.08,4.030234292319386,0.29,2.3
219.081,0.2680553384716799,84060.0,2.97
219.13,0.003504959225447028,40359.6,0.14
219.16,242.4573329912277,5.84,3.19
219.2,2.766980554167424,1.04,2.0
219.3,1.1250067203479001e-14,7632.0,0.024
219.33,0.0,83.4,0.82
219.4,2.879045708224274,1302.0,0.1
219.43,0.0002428607185774472,5024000000000.0,0.000118
219.7,2.295591104230774,5.34,3.4
219.8,4.929233986074867e-06,231600000000.0,0.0034
219.9,0.00010606714400104676,1033800000000.0,0.000247
220.0,3.597558686059046,13.6,0.06
220.07,3.9844138346577935e-11,459648.0,0.166
220.1,0.0013435107961617565,1330.8,0.0021
220.2,8.605458696580008,636.0,0.068
220.4,0.015711767854262263,7560.0,0.3
220.49,13.76778753055589,225.0,0.53
220.502,334.88603952874445,23688.0,1.75
220.6,33.90387163175167,34.4,0.56
220.64,139.2480442018372,34.4,2.3
220.7,20050.88708603266,1.75e-05,83.0
220.82,2.346222823137287,32.32,0.039
220.9,10.10849852495116,2.1,0.044
220.92,0.1764423823475167,12096.0,0.24
220.94,3.0826662613584225e-10,70200.0,0.054
220.948,910.8239555785295,189.0,20.1
221.22,2.9834837284137354e-05,231600000000.0,0.023
221.32,0.0028681007240342,988122.24,0.0299
221.386,188.5276392806164,2.221e+16,0.118
221.46,439160.02687776735,13650000000.0,4.24e-05
221.478,0.07164719248736595,127015.2,2.28
221.5,0.0007832544381376935,1182.6,0.0027
221.57,1.6664813359858233,1500.0,0.033
221.7,50.035841407613454,60.0,0.3
221.8,72051.58430975406,876.6,0.098
221.9,5.031298409966562,0.9,1.3
222.0,1.5806329112238182,145.2,0.69
222.06,0.0510206338734859,93.0,2.4
222.18,0.3351555202834599,746.4,0.047
222.27,0.08066028753356674,952992.0,0.0014
222.48,15.08354550561791,102.0,0.39
222.5,4.630300470133558,0.653,0.3
222.6,102.9066747443755,67660000000000.0,0.002
222.8,45.937963336155036,636.0,0.363
223.13,0.6448212718482687,315.0,0.067
223.2368,0.022067648668679288,333000000.0,0.453
223.31,1.9356993018088806,26.7,1.0
223.37,4.939540038863334e-05,5024000000000.0,2.4e-05
223.4,0.021701770276893,0.296,10.6
223.5,0.1650919037747758,6.15,0.12
223.83,369.1710764419277,678.0,1.44
223.85,2.124022909256555e-07,22140.0,0.054
223.9,1992.6191502807176,8.6e-06,31.0
224.0,34.76502638640585,7.1,0.15
224.1,4.167270423120202,0.653,0.27
224.2,11.077217901211034,1.9,18.6
224.33,2.675584187717639e-06,5024000000000.0,1.3e-06
224.49,0.02557759277028798,6220.8,0.024
224.5,0.05031298409966561,0.9,0.013
224.64,1.7664439198354052e-15,1500.0,0.039
224.7,0.00012746347582615053,864000.0,0.098
224.75,2.4418300779212303,1.47,43.9
224.8,33.32655928669959,1330.8,0.0021
224.9,3.4106229214809798e-09,17910000.0,0.05
225.0,0.00023207228503426705,9712.8,0.0068
225.013,0.2641824411961848,15980.4,0.123
225.1,0.450567729307208,42.6,2.13
225.22,0.0,1335.0,29.5
225.26,8.574272802093387e-05,231600000000.0,0.0031
225.35,57.99272456098479,2.9,0.9
225.42,963741.2627428593,760900000000.0,1.51e-05
225.5,8.278637882725649,4.06,0.36
225.7,0.0019030136421164154,0.54,0.5
225.98,1113.9843536146975,34.4,18.4
226.0,0.10919768767934822,11268.0,0.017
226.0406,0.21480517732348248,66524.4,0.217
226.2,0.9430561590405728,0.894,0.48
226.3,92.15703123124926,36.3,0.65
226.5,1.798779343029523,13.6,0.03
226.63,0.05706136681628475,54648.0,0.038
226.7,170.1360576576909,36.3,1.2
226.76,41.26817377719518,3.57,7.1
226.8,7.0447609938882865,2.3,0.06
226.847,0.17371448423153918,6220.8,0.163
226.95,3.5523689610202014e-11,459648.0,0.148
227.18,2.47362307983736,102240.0,0.34
227.3,170.20655702523447,32580.000000000004,1.5
227.31,8.24518737056273e-15,4062.6,0.00012
227.41,0.00015520379503552472,165.6,3.6
227.5,1.5521967714521345,1086.0,1.6
227.55,0.00047917728737847893,44496.0,0.012
227.6,25.834569308691858,0.51,11.1
227.7,0.9443407411871327,119700.0,0.015
227.76,231.54967326228675,32.32,0.125
227.81,0.36376809997608234,102240.0,0.05
227.891,0.4982140955571897,87050000.0,0.1311
228.0,0.00013440897195274347,1033800000000.0,0.000313
228.16,6852.9298764804025,276825.6,88.0
228.2,5.202590861777961e-06,1500.0,0.259
228.23,1.1835351255354735e-06,271400000.0,0.00206
228.3,3.1111363137265875e-06,8402.4,0.00046
228.4,0.009950786307699433,7560.0,0.19
228.5,5.144423197297322e-11,60354000.0,1.8e-05
228.57,218.2667686976313,2330640.0,0.0042
228.6,8.042434398332678e-07,231600000000.0,0.00062
228.67,1.6009355804562797,10.2,28.9
228.7,0.03326788638114826,1330.8,0.052
228.78,11.183843008172161,2.221e+16,0.007
228.8,53.511103868566174,1.791,2.5
228.9,5.710703913164721,0.653,0.37
229.01,0.1673333259889979,102240.0,0.023
229.1,1.2894702757664211,1200.0,18.0
229.14,0.0,223.2,19.5
229.566,0.5136833214699501,6220.8,0.482
229.6,0.2298703847334468,9.3,0.12
229.7,4.393267231365095e-05,687100000.0,0.00046
229.72,46.118591729387084,23688.0,0.241
229.9,0.23568611732667386,746.4,0.033
229.94,565.9867110940651,67660000000000.0,0.011
230.0,0.0015283479024179813,1182.6,0.0029
230.17,0.0001461280594830403,5024000000000.0,7.1e-05
230.2,0.002111231251111332,1905.6,0.3
230.26,3.454935361441384,225.0,0.133
230.3,1.6335541912573543e-05,1404.0,0.024
230.33,13.653943339783243,55.65,0.54
230.442,25.667801731661918,39.0,61.0
230.49,0.005739821310767164,93.0,0.27
230.59,0.25926520992932167,952992.0,0.0045
230.62,2.2206571295079893,18.98,1.69
230.628,2.1836231968198748e-05,6246720.0,0.0807
230.65,11.772781240132922,119700.0,0.187
230.76,1.8492067445047597,556.2,0.031
230.9,2.529736878643805,750.0,0.019
230.95,1.3031327844029844e-13,7632.0,0.278
231.06,0.00042203249959347225,50760.0,0.027
231.2,2.135849096516856,6.1,0.047
231.4,0.3830591315254068,0.318,1.9
231.42,9.833439394706273e-08,22140.0,0.025
231.44,6.386952689420136e-05,3849984.0,0.0009
231.443,0.000570608902333443,192456.0,0.74
231.49,2.8835214845096098e-11,205344.0,0.062
231.5,2.0012543235819416,70.1,0.316
231.55,1.0636451482144755,118940.4,2.05
231.6,113.26084104512763,2.21,10.7
231.611,1543.9205308570013,636.0,12.2
231.79,7.544958940822663e-07,687100000.0,7.9e-06
231.86,9.94328321898447e-06,4057.8,83.9
231.89,0.0053823946383434575,0.118,0.16
232.0,11.779733401180184,145.2,4.9
232.08,21.0142100557112,180.6,2.04
232.12,1.2524789192559863e-05,271400000.0,0.0218
232.18,0.2750436284802216,693377.28,0.0032
232.2,0.04433305192735469,7560.0,0.84
232.3,28.94043121171006,0.51,10.0
232.33,4.152431285516857e-12,459648.0,0.0173
232.37,5.539020013750461,1302.0,0.21
232.4,4.197151800402221,13.6,0.07
232.421,177.65686484363968,1.791,8.3
232.43,7.493622859507297,102240.0,1.03
232.6,231.76594722150492,7.1,1.0
232.7,0.6402417588534721,0.032,3.4
232.8,0.0025579763739934855,6.0,0.26
232.81,47644.71989711627,13650000000.0,4.6e-06
232.87,31.482166515197974,34.4,0.52
232.9,1.6500961559648522,0.894,0.84
232.92,0.23532196105008887,746.4,0.033
233.0,1.6675381786791814,5602953.6,1.9e-05
233.2,0.0011103067220905988,487.2,0.16
233.221,1630.1009992130614,189907.2,10.12
233.36,7.612062664971637e-07,183.18,0.31
233.45,0.5368664742110593,556.2,0.009
233.5,67.18916203469024,1124064.0,0.08
233.7,64.2517572622542,852.0,0.266
233.74,1.2180215223686987e-10,374976.0,0.177
233.77,0.1760643638847834,0.2,0.4
233.9,9.076120386398978,1.05,0.34
233.95,7.71184981184462,56.4,0.14
234.2,5.351110386856617,1.791,0.25
234.3,15998.096275649215,0.29,70.0
234.33,7250.28346260465,13650000000.0,7e-07
234.4,69655.08835476036,1.484,0.085
234.41,1.4476210877605338,6.19,0.108
234.44,159.42283285420024,32.32,2.65
234.75,0.004126761779289591,1320.0,3.0
234.76,0.042018031913651055,1613952.0,0.45
234.78,7.920822683355855e-12,459648.0,0.033
234.8,2.1545941186500933e-06,231600000000.0,0.00082
234.9,7.8024842103982115,1096.2,0.059
235.0,0.9449630185206037,119700.0,0.015
235.3,0.2425457895125187,7560.0,0.27
235.471,465.5296750994408,3150.0,2.13
235.5,7.55614449441602,3.57,1.3
235.55,85.07736342145361,4.06,3.7
235.68,0.03434554958987739,2.08,0.42
235.69,4636.6821352570605,311904.0,24.8
235.9,77.39179304083211,2768000000.0,1e-08
235.96,1.2045169148579968,1613952.0,12.9
236.0,1.300482811430258,1.04,0.94
236.01,14.950776170743458,91872.0,0.0092
236.05,4.1267617792895905e-05,1320.0,0.03
236.1,0.05730979003406316,1200.0,0.8
236.2,0.7239695223495636,13.5,0.48
236.249,0.00022570702988869125,231600000000.0,0.174
236.3,0.5182347446332248,31.6,0.066
236.36,9.767037443739343e-07,271400000.0,0.0017
236.6,2.3426980313269294,0.894,0.6
236.7,1.3823187799091128,102240.0,0.19
236.8,74.16510135656468,7.1,0.32
236.9,283.56009609615154,36.3,2.0
237.1,3.7831882534615744,102240.0,0.52
237.14,2.0840470701620456e-06,27057.6,0.302
237.19,8.313723197730699e-11,7447680.0,0.00025
237.341,0.007612220339251522,66524.4,0.00769
237.4,0.0013992593656477865,9712.8,0.041
237.5,9.270637669571256,459648.0,0.0028
237.64,1.6235116704980482e-06,6246720.0,0.006
237.7,10.804034430311633,0.653,0.7
237.77,919064.5154633891,760900000000.0,1.44e-05
237.884,2943.1308976891387,67660000000000.0,0.0572
237.9,34.67061529366475,54648.0,0.016
237.93,8.347732203496323,1.791,0.39
238.2,14.783819030452126,1.484,0.23
238.25,72.46438788976037,852.0,0.3
238.27,1.3900584605563683e-10,374976.0,0.202
238.4,1.9830725209516816e-13,8928.0,0.0007
238.57,0.0001252055664995513,595296.0,0.00226
238.63,3.4228648880012926,746.4,0.48
238.632,0.00013376837159261745,38239.2,43.6
238.78,3.2591214364966975e-08,4057.8,0.275
238.8,17.286455088498617,0.653,1.12
238.97,0.002345596454706308,0.48,0.61
238.98,1.0743442950350321e-08,205344.0,23.1
239.011,0.21433842552130628,139644.0,1.59
239.1,2.601230522327482,806.4,0.045
239.2,0.36289812460301707,0.318,1.8
239.26,1.340475288358996,1.286,0.16
239.33,6.4977812234910065e-09,426600000.0,0.003
239.45,5.448565906429633e-11,459648.0,0.227
239.5,2.231378321274164e-08,177480.0,0.0042
239.6,2.6523128805849026,746.4,0.37
239.7,5.682290846743169e-07,6246720.0,0.0021
239.9,61.148054253546675,34.4,1.01
240.09,27.646375598182257,102240.0,3.8
240.1,1214.4087176895155,1.9e-06,10.0
240.2,10.804034430311633,0.653,0.7
240.22,4.198988146455609,6220.8,3.94
240.27,0.471274466251696,91872.0,0.00029
240.3,150.46662658740965,2e-06,42.0
240.373,0.0008500125150210653,5024000000000.0,0.000413
240.5,1.3203476970727666,684.0,0.083
240.6,3.2611272366192095e-14,1500.0,0.72
240.64,0.07438719374132098,0.2,0.169
240.7,296.45959623989137,0.9,76.6
240.71,1659.744799258502,1.23e-07,55.0
240.88,118.22919751496283,2.221e+16,0.074
240.93,460.8382816993208,119700.0,7.32
240.986,1.1907857460343212e-05,316224.0,4.1
241.0,4.115261441544304e-10,426600000.0,0.00019
241.2,7.181645179220106e-07,271400000.0,0.00125
241.377,0.3158901295120807,84060.0,3.5
241.38,0.036101729087094935,84060.0,0.4
241.5,145.0832122115789,2.32,9.4
241.56,364.30500943947607,9399.6,2.93
241.7,0.41252403899121304,0.894,0.21
241.8,29.95590468763656,2.21,2.83
241.875,0.07820884957594541,3390940.8,0.0143
241.88,3.658667695380571e-17,1468022.4,5e-07
241.933,63.430259420330096,145029.312,0.414
241.995,2.106097605880988,1623.6,7.26
242.0,12.761603942739427,13.6,0.144
242.08,465914.6502001904,760900000000.0,7.3e-06
242.1,2.006666754168531,0.653,0.13
242.19,595.5796397194651,32.32,9.9
242.2,0.5728514743411338,4176.0,1.5e-06
242.29,0.6582521745093084,237326.4,0.0026
242.5,1.3488220534892696,6246720.0,0.0075
242.56,583.4444915830146,848.4,3.79
242.6,0.00013631659040383323,687100000.0,0.0003
242.7,12.034340053326057,1096.2,0.091
242.738,0.00029604097615263867,65170000.0,0.027
242.8,3.744388904859131e-12,459648.0,0.0156
242.84,6.846294567875807,7.6,2.4
242.86,2.3555796187841944e-06,271400000.0,0.0041
242.9,26.575681268850023,636.0,0.21
242.91,0.016150314495095484,21542.4,0.00163
243.0,0.18459030471553145,1.05,0.09
243.08,0.014428566957227412,1033800000000.0,0.0336
243.2,3.901943138395796e-06,1500.0,0.019
243.35,1.7208112084976704e-11,205344.0,0.037
243.38,1614745.2945294268,760900000000.0,2.53e-05
243.5,0.0014082300951661474,0.54,0.37
243.6,0.02865489501703158,1200.0,0.4
243.693,43.51686679540892,56.4,0.79
243.7,10.804034430311633,0.653,0.7
243.8,5.467755665150303,10.8,7.0
243.87,1.8499334617513724e-13,16459.2,0.313
243.9,0.255374889311699,0.894,0.13
244.0,6.466292655845534,33840.0,2.1
244.4,1.6863168899729806e-06,231600000000.0,0.0013
244.53,4.7917373719529675,15717.6,0.403
244.6974,1.6352749412452364e-05,426600000.0,7.55
244.7,1242.1032562401501,25.9,0.118
244.75,7.500044802319335e-14,7632.0,0.16
244.8,44.77388264811409,0.732,0.55
244.86,2.7620591589469,11268.0,0.43
244.92,325502.01589328365,760900000000.0,5.1e-06
245.0,91.65678592215305,1.85e-05,61.0
245.07,2.5853922645192377e-07,271400000.0,0.00045
245.08,76.31867784917704,80.8,1.3
245.09,146.51315955149826,34.4,2.42
245.1,0.48386416613735606,0.318,2.4
245.2,726.3354567049846,8.6e-06,11.3
245.21,0.05842083252468477,15980.4,0.0272
245.3,0.2393897471015946,54.2,0.044
245.33,0.01863562570403685,2754.0,0.096
245.35,0.007347565807809208,5024000000000.0,0.00357
245.395,0.06388093656934116,2912.4,94.0
245.4,11.691895793256817,1.05,5.7
245.5,0.22380393674001978,6220.8,0.21
245.6,0.00291701698926598,1033800000000.0,0.0067
245.72,0.8525864256762659,6220.8,0.8
245.73,2.4439101149228146,1330.8,3.82
245.95,5.60322480101742,74988.0,0.035
245.96,5.005202673791549e-16,29304.000000000004,0.0011
246.04,0.005153059627581219,1033800000000.0,0.012
246.1,0.4922408125747505,1.05,0.24
246.12,0.0011484928723064622,1613952.0,0.0123
246.2,0.0009592310113826756,988122.24,0.01
246.306,0.0018767777088990424,44496.0,0.047
246.39,12.876573923247031,4.06,0.56
246.489,5.6281737910599e-06,6246720.0,0.0208
246.5,0.01201291932974416,54648.0,0.008
246.55,36.084361949057204,2.9,0.56
246.6,7.197885225297831,2.21,0.68
246.73,24858.114728930228,13650000000.0,2.4e-06
246.83,87.87305220706698,2.221e+16,0.055
246.87,454.125005936605,39.7,42.1
246.88,1.4627538372112696,180.6,0.142
246.9,0.073597606264023,2.08,0.9
247.0,0.012894702757664212,1200.0,0.18
247.1,9.30347289580467,0.9,2.37
247.4,5.072490248933583,137.4,0.8
247.43,26.155884788363142,3.57,4.5
247.5,22.5777173456433,23688.0,0.029
247.53,0.010766672251110922,0.48,2.8
247.6,0.6933729238468939,2.1,0.85
247.7,2.1212542550986528e-06,69.54,0.000244
247.8,7.7264244832235685,2.21,0.71
247.92,0.008103243797204474,0.28,76.0
247.929,0.003958522822786122,271400000.0,6.89
247.97,2.8119545423661103e-10,47602.8,0.0693
248.02,0.0011126637838705783,1215.6,63.0
248.37,3133.6871791588496,2330640.0,0.0603
248.5,17.38388937694373,1.05,0.15
248.6,0.0041898047611366035,7560.0,0.08
248.7,0.01965055964983186,9.5e-07,11.8
248.724,0.002881398356003611,5024000000000.0,0.0014
248.93,257.2666868609387,67660000000000.0,0.005
248.95,459532.25773169455,760900000000.0,7.2e-06
249.0,5593.075814009302,13650000000.0,5.4e-07
249.03,0.9873782617639626,237326.4,0.0039
249.1,0.0025834978811794668,11.4,4.0
249.2,159.24616223023668,34.4,1.37
249.238,340.4987165578667,80.8,5.8
249.29,2.3532196105008887,746.4,0.33
249.3,10.218468489479276,0.894,5.2
249.32,82.41859660764315,32.32,1.37
249.4,1.066098206856766e-14,10349000.0,8.8e-06
249.6,1.284579244450846,91872.0,0.00079
249.7,1333.4863968488828,32580.000000000004,0.6
249.77,1.3859506490062318e-09,205344.0,2.98
249.794,19857.380717606633,32904.0,90.0
249.805,0.052573576071263804,139644.0,0.39
249.89,0.5965183046789548,556.2,0.01
249.9,0.023771135395385168,68.7,1.11
250.03,0.015868470998747507,372.0,9.6
250.1,4.410367250698565e-07,231600000000.0,0.00034
250.15,260.88880972201315,684.0,16.4
250.2,2.6540077921186403e-13,799200.0,0.0023
250.24,2.79244213731929e-05,1320.0,0.017
250.27,0.042018031913651055,1613952.0,0.45
250.3,1.3680711078103365,684.0,0.086
250.4,13.502226594900925,1.05,0.69
250.45,1.0725556818142046,91872.0,0.00066
250.5,0.06547825829475326,0.000355,13.5
250.62,10.733806126590604,4176.0,0.38
250.78,0.0074654115622588705,0.299,1.9
250.8,4.969765297736315,1170.0,6.7
250.826,0.0362349230912413,6220.8,0.034
250.89,190.34460083744517,809.4,2.72
251.0,1.4888733738186872,1.9,2.5
251.2,207.46845649387865,2.21,19.6
251.24,41.55208677831161,6.19,3.1
251.4,4.602450902450463,0.894,0.19
251.51,1.708758598978181e-13,8043839.1,0.0109
251.6,18.64666319552031,0.032,14.0
251.633,1.4511711399129915e-07,426600000.0,0.067
251.7,18.10334357024307,133.8,0.519
251.73,0.00012454294998800891,75.42,0.018
252.0,6.939838001352685e-08,192456.0,9e-05
252.23,0.9484188127170249,746.4,0.133
252.3,0.0675726712298109,54648.0,0.045
252.4,115.63032376278504,332640.0,8.5
252.43,0.00012323084965187167,231600000000.0,0.095
252.45,90.88706916437263,1.26,1.67
252.5,0.010364447872033927,1613952.0,0.111
252.51,163.37042576875265,1.286,19.5
252.61,1.915293186670283e-06,183.18,0.78
252.7,18.473638940509847,2.32,1.0
252.79,0.0035681591070717148,1182.6,0.0123
252.9,2.9979655717158717,13.6,0.05
252.99,0.0206407342000463,0.611,0.034
253.07,0.0001121777935949289,311904.0,6e-07
253.17,39.473442981622156,119700.0,0.627
253.4,73.5403766060513,2.32,1.6
253.42,343.4967926419927,1.286,41.0
253.5,850.0329823181817,150.0,3.7
253.53,2.5817257289902075e-14,1500.0,0.57
253.678,0.3864020394390114,8.5,1.3
253.7,75.93051791100007,636.0,0.6
253.729,0.8222950478009989,2379000000000.0,0.0111
253.8,0.0629685396964729,2379000000000.0,0.00085
253.9,0.07755397275566762,10.2,1.4
253.95,0.02656081127475161,0.069,13.0
254.05,3.15149289345999,3066.0,0.019
254.09,60.593105664493436,56.4,1.1
254.17,66.01804233542761,60296.4,1.15
254.2,8.152818091548026e-14,1500.0,1.8
254.228,0.09058730772810326,6220.8,0.085
254.28,1.2295361779191585,102240.0,0.169
254.39,251.92065658291116,14.5,2.4
254.4,23.35715930124213,2.3,0.18
254.43,6.573574525281767,11.37,9.8
254.49,3.64170504451418e-05,5201280.0,0.0161
254.566,9.970371274771772e-12,8043839.1,0.636
254.57,0.005668687823566666,191088.0,0.0053
254.6,8.66619973650814e-06,1320.0,0.0063
254.61,0.00914119690233289,93.0,0.43
254.63,0.06629511701931609,1613952.0,0.71
254.66,0.004931978338664746,40359.6,0.197
254.7,0.00036023205009463443,11160.0,0.21
254.74,4.401359376663498,23688.0,0.023
254.794,2.7910174453134013,315.0,0.29
254.83,5.8645793865706075,1.286,0.7
254.9,48.43667528901377,4.31,1.02
255.1,17.58810658859549,8262.0,0.237
255.11,1.1266993150864966e-11,15876.0,0.236
255.2,21.139079136721772,2.3,0.18
255.3,2619.608628911049,636.0,20.7
255.33,13.81959319021933,31.6,1.76
255.384,5105913.974796607,760900000000.0,8e-05
255.4,1.1875095543303543e-11,24.56,0.0001
255.44,18.82385877433018,119700.0,0.299
255.6,14.177293095455312,0.91,0.89
255.68,105.53833404670654,746.4,14.8
255.7,0.0004796155056913378,988122.24,0.005
255.78,0.04547575121340426,1033800000000.0,0.1059
255.8,1.6086885201453037e-06,271400000.0,0.0028
255.91,8.088496813638708e-05,5024000000000.0,3.93e-05
256.0,7.803886433597459e-07,1500.0,0.35
256.1,0.5030819319950621,103.8,0.07
256.17,4.1267617792895905e-05,1320.0,0.03
256.23,0.6536138297679053,1613952.0,7.0
256.63,0.19367080027326172,0.2,0.44
256.69,0.0915341420956886,1.8,0.23
256.8,0.09692254232275993,5.28,0.02
257.09,331.7085121455971,1.26,0.33
257.1,0.005739821310767164,93.0,0.27
257.17,3.87745955330535,0.72,4.4
257.2,1.0910322194025421,225.0,0.042
257.3,3.597074720417652,1.04,2.6
257.5,33.36310029102453,636.0,0.15
257.51,6.086481693433139e-12,47602.8,0.0015
257.52,1.1800127273647526e-07,22140.0,0.03
257.89,3.8628238976466705e-05,0.0326,0.0287
258.0,264.48705745615047,2370.0,3.9
258.067,0.40071562006784495,6220.8,0.376
258.11,4.0742027197321224,102240.0,0.56
258.17,0.0016382622809305385,165.6,38.0
258.227,0.0006641960044653158,69.54,0.0764
258.25,0.0,832896.0,0.01
258.3,650.0910557008468,2768000000.0,8.4e-08
258.411,5249.460992870922,848.4,34.1
258.44,0.000987669761953067,1033800000000.0,0.0023
258.45,1449.9149634914081,2330640.0,0.0279
258.47,2908.3902590867833,6.1,64.0
258.52,44.46108883008833,2.9,0.69
258.62,0.053131086302101706,219.6,0.98
258.8,0.02349742477468424,487.2,0.11
258.86,0.15404102324005578,1623.6,0.531
259.0,61.70291349300613,3066.0,0.372
259.08,4.4103672506985654e-05,231600000000.0,0.034
259.1,5.599477169126487e-13,4.95,87.6
259.2,0.623106956926628,0.9,0.161
259.3,1.532469231556312,9.3,0.8
259.31,0.0003190119608432569,5024000000000.0,0.000155
259.33,0.04611774384010994,372.0,27.9
259.5,0.3143040297484537,0.894,0.16
259.53,0.000105508101074206,8402.4,0.0156
259.58,2.5118021388846408e-11,70200.0,0.0044
259.8,72.1908214784107,2508.0,0.44
260.05,4.352209902343291,456.0,80.0
260.1,0.2804409027438856,1170.0,0.61
260.12,1090.3849256784285,445.8,7.4
260.19,0.07815473768498182,1033800000000.0,0.182
260.3,16.051708296462998,0.653,1.04
260.4,0.000671461707967873,988122.24,0.007
260.53,0.00020993045165169165,5024000000000.0,0.000102
260.6,66.10629357356629,23.9,0.5
260.8,12532.632842502326,13650000000.0,1.21e-06
260.89,6.386952689420136e-05,3849984.0,0.0009
260.896,0.0014959206358471345,192456.0,1.94
261.2,46.1744639096001,34740.0,0.449
261.25,9.60099719194649e-12,459648.0,0.04
261.29,2.2495367356557405e-09,126144.0,12.7
261.4,1.4538804888281809,684.0,0.027
261.47,175.294790205609,14.5,1.67
261.5,0.2808722190466322,1.8,0.93
261.6,10.284395847271044,1.484,0.16
261.8,1.316148124400537,0.894,0.67
261.957,0.0005721633878350027,5024000000000.0,0.000278
261.96,3.6060524422269786,23.1,7.9
262.15,0.007536670575777646,0.48,1.96
262.21,0.1613054037806735,1.47,2.9
262.27,0.0013762388745329926,459648.0,5.3
262.44,242.34521902300426,67660000000000.0,0.00471
262.5,0.12045688688267733,7560.0,2.3
262.54,6.36716334380255e-08,462239.1,5.8
262.7,0.10604527070599551,2.1,0.13
262.702,57.47307724472153,74988.0,0.359
262.8,1.866180176388821,11.4,0.0
262.828,14.884425345443582,15980.4,6.93
262.87,0.009990954255023695,1613952.0,0.107
262.886,0.040623490447786195,21542.4,0.0041
262.9,91.15324330567452,0.296,4.1
262.94,0.0277428715253174,21542.4,0.0028
263.049,6.406848051973347e-09,24660.0,57.4
263.07,3.234394321000213e-14,7632.0,0.069
263.2,70.05590416140765,0.51,30.1
263.207,1.8731453540875653,481.8,1.34
263.23,0.010267811906837733,191088.0,0.0096
263.38,4.554184119504097,31.6,0.58
263.383,79.19643372547795,1.791,3.7
263.4,0.11232526603450713,6220.8,0.0233
263.5,5.802769304809845e-07,271400000.0,0.00101
263.56,5.562155443002101,746.4,0.78
263.58,1.5733503031530037e-07,22140.0,0.04
263.7,6.059727774336673,56.4,0.11
263.8,185.54537114098568,150.0,0.76
263.87,0.12730491295641444,0.299,32.4
263.95,1691334.0041513757,760900000000.0,2.65e-05
263.96,5.057016051771571,55.65,0.2
264.26,35.210875013307984,23688.0,0.184
264.348,29.907652272727834,189.0,0.66
264.378,22.30853660206713,80.8,0.38
264.4,0.002900974775149053,53.7,0.022
264.45,12.806364933324181,0.000114,95.0
264.5,0.23268755973611685,42.6,1.1
264.56,641.7132314997692,809.4,9.17
264.6,20.25490673630089,806.4,0.35
264.6576,7.135589134529944e-08,10349000.0,58.9
264.68,4.3934630826675465e-14,1500.0,0.97
264.8,1.9644001856724433,0.894,1.0
264.89,93217.93023348835,13650000000.0,9e-06
264.9,4.615665725423722e-12,799200.0,0.04
265.0,1.7517661081029536,0.611,0.147
265.36,66.17766248257769,29.5,27.0
265.4,15.51625096950766,9.3,8.1
265.469,7.735313223132395e-14,29304.000000000004,0.17
